,EMIS,schoolName,districtName,circuit,cluster,sector,phase,schoolStatus,schoolType,suburb,city,closestTown,phoneNum,faxNum,GIS_Long,GIS_Lat,section21,quintile,managerName,email,landOwner,buildingOwner,address_old,cellno,snapEnrol,gradeREnrol,boarding,priorityOrder,lowestlevelCode,projectNum,agent,programme,strategic,bid,parent,description,source,programmeName,projectSize,projectStage,nature,scoa,startDate,endDate,totalCost,MTEF_2011_12,MTEF_2012_13,MTEF_2013_14,MTEF_2014_15,MTEF_2015_16,Revised_15_16_Budget,IA_Required_Budget,Variance,MTEF_2016_17,MTEF_2017_18,MTEF_2018_19,MTEF_2019_20,MTEF_2020_21,MTEF_2021_22,MTEF_2022_23,MTEF_2023_24,MTEF_2024_25,MTEF_2025_26,MTEF_2026_27,MTEF_2028_29,MTEF_2029_30,MTEF_2030_31,MTEF_2031_32,MTEF_2032_33,MTEF_2033_34,PWC_List,Snap_survey,ecplanComments,ASIDI_NDPW,asidiYear,asidiStatus,asidiCommentsA,asidiCommentsB,inEC,inASIDI
34,200100037,ARCADIA SENIOR SECONDARY SCHOOL,PORT ELIZABETH,Circuit 4,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,ARCADIA,Bethelsdorp,414812247,414814324,25.52062,-33.87807,Yes,3,PRINCE GD,arcadia.high@telkomsa.net,PUBLIC,PUBLIC,"RENSBEURG,PORT ELIZABETH,ARCADIA,6059",NA,1105,NA,FALSE,3,NA,NA,DOE,NA,COMBINED PRIORITY,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,6-Apr-16,31-Mar-17,"56,336", -   , -   , -   ,NA, -   ,NA,NA,NA,"11,267", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
35,200100038,ARCHIE MBOLEKWA JUNIOR SECONDARY SCHOOL,GRAHAMSTOWN,CIRCUIT 1,C,Public,COMBINED SCHOOL,OPERATIONAL,ORDINARY SCHOOL,HLALANI VILLA,GRAHAMSTOWN,Grahamstown,466371660,466372562,26.5545,-33.2957,Yes,3,"MOTHLABANE ,ZM",200100038@vodamail.co.za,PUBLIC,TO BE UPDATED,"SOFISA STREET,HLALANI VILLAGE,HLALANI VILLAGE,GRAHAMSTOWN,6140",834750315,550,16,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
36,200100041,ASHERVILLE PUBLIC SCHOOL,GRAAFF-REINET,Circuit 1,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,GRAAFF-REINET,Spandauville,498930037,498930219,24.55885,-32.28173,Yes,3,GREEN TJ,ashervillesec@gmail.com,PUBLIC,PUBLIC,"13 AFFODIL STREET,GRAAFF-REINET,6281",845484820,801,NA,FALSE,2,NA,NA,DPW,DPW COMBINED PRIORITY,COMBINED PRIORITY,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,NA,NA,"35,318", -   , -   , -   ,NA,"3,532",NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASHERVILLE PUBLIC SCHOOL,#N/A,SAHRC 2015/16,#N/A,NA,NA,NA,NA,1,0
37,200100042,ASHTON GONTSHI PRIMARY SCHOOL,UITENHAGE,CIRCUIT 1,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,UITENHAGE,KWANOBUHLE,Kwanobuhle,419771608,419773753,25.390517,-33.80836,No,3,BLAAUW NM,NA,PUBLIC,TO BE UPDATED,"1 MDLEDLE STREET,UITENHAGE,KWANOBUHLE,6230",735163870,357,81,FALSE,NA,NA,NA,DOE,NA,ECD COSTED,Proposed,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"5,489", -   , -   , -   , -   , -   ,NA,NA,NA, -   ,"1,647","3,843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
38,200100043,ASTRA PRIMARY SCHOOL,PORT ELIZABETH,Circuit 9,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,GELVANDALE,Bethelsdorp,414815125,414818503,25.49516,-33.86815,No,3,LEWIS DO,aps11@telkomsa.net,PUBLIC,TO BE UPDATED,"LAURENS ERASMUS DRIVE,PORT ELIZABETH,GELVANDALE,6059",833746355,1083,138,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
39,200100044,B J MNYANDA PRIMARY SCHOOL,PORT ELIZABETH,Circuit 6,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KWAZAKELE 3,PORT ELIZABETH,New Brighton,414665440,414665440,25.58599,-33.88846,No,3,XALUVA NP,bj.mnyanda9@gmail.com,PUBLIC,TO BE UPDATED,"NJOLI STREET,KWAZAKELE 3,PORT ELIZABETH,6001",835837150,801,77,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
40,200100047,AEROVILLE PRIMARY SCHOOL,GRAAFF-REINET,Circuit 4,C,Public,PRIMARY SCHOOL,PENDING OPEN,ORDINARY SCHOOL,SOMERSET EAST,SOMERSETEAST,Somerset East,NA,NA,25.58896,-32.7146,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
41,200100049,BATHURST PRIMARY SCHOOL,GRAHAMSTOWN,CIRCUIT 1,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,BATHURST,Bathurst,466250735,466250735,26.82177,-33.50181,Yes,4,"CLARKE-MCLEOD ,JA",bathurstps@gmail.com,PUBLIC,TO BE UPDATED,"101 DONKIN TERRACE,BATHURST,6166",832279479,139,20,FALSE,1,NA,NA,DOE,NA,ADDITIONAL CLASSROOMS,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,Upgrades and Additions,Building & other fixed structures,7-Apr-16,31-Mar-18,596, -   , -   , -   ,NA, -   ,NA,NA,NA,179,417, -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
42,200100050,BAYVIEW PRIMARY SCHOOL,PORT ELIZABETH,Circuit 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,GELVANDALE,Gelvandale,414523510,414523510,25.55266,-33.90735,No,3,JOHANNES T,tyronejohannes@gmail.com,PUBLIC,TO BE UPDATED,"POTT STREET,PORT ELIZABETH,GELVANDALE,6020",824430384,606,40,FALSE,NA,NA,NA,Mvula Trust,Mvula Trust Fnc,FENCING ,Approved,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,1-Apr-15,31-Mar-17,988, -   , -   , -   ,NA,296,NA,NA,NA,692, -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
43,200100051,NEWTOWN HIGH SCHOOL,FORT BEAUFORT,CIRCUIT 7,C,Public,SECONDARY,OPERATIONAL,ORDINARY SCHOOL,NEWTOWN,FORT BEAUFORT,Fort Beaufort,NA,NA,26.618377,-32.775791,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
44,200100053,BEDFORD JUNIOR SECONDARY SCHOOL,FORT BEAUFORT,CIRCUIT 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,GOODWIN PARK,BEDFORD,Bedford,466850030,466850030,26.08895,-32.68982,Yes,3,"JORDAAN , TC",admin.bedford@vodamail,PUBLIC,PUBLIC,"DE SILVA STREET,GOODWIN PARK,BEDFORD,5780",739869841,746,84,FALSE,1,NA,NA,CDC,CDC COMBINED PRIORITY,COMBINED PRIORITY,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,NA,NA,"36,748", -   , -   , -   ,NA,"3,675",NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BEDFORD P SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
45,200100055,BELMONT FARM SCHOOL,FORT BEAUFORT,CIRCUIT 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,BEDFORT,BEDFORD,Glenrock (Cape),NA,NA,25.94797,-32.44736,Yes,2,"ZINJA , FD",NA,PUBLIC,TO BE UPDATED,"BELMONT FARM,BELMONT,BEDFORT,BEDFORD,5780",735602968,NA,NA,FALSE,NA,NA,NA,DOE,NA,ELECTRICITY ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"1,158", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,347,811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
46,200100056,BELVEDERE FARM SCHOOL,FORT BEAUFORT,CIRCUIT 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,BEDFORD,Daggaboersnek,466850665,866695752,25.91023,-32.56827,Yes,2,ZWENI  NG,NA,PUBLIC,TO BE UPDATED,"BELVEDER FARM,BELVEDER,BEDFORD,5780",722190943,20,2,FALSE,NA,NA,NA,DOE,NA,ECD COSTED,Proposed,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"4,129", -   , -   , -   , -   , -   ,NA,NA,NA, -   ,"1,239","2,890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CSIR - Water,NA,NA,NA,NA,1,0
47,200100056,BELVEDERE FARM SCHOOL,FORT BEAUFORT,CIRCUIT 8,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,BEDFORD,Daggaboersnek,466850665,866695752,25.91023,-32.56827,Yes,2,ZWENI  NG,NA,PUBLIC,TO BE UPDATED,"BELVEDER FARM,BELVEDER,BEDFORD,5780",722190943,20,2,FALSE,NA,NA,NA,DOE,NA,ELECTRICITY ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,29-Apr-16,31-Mar-18,"1,047", -   , -   , -   ,NA, -   ,NA,NA,NA,314,733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,NA,CSIR - Water,NA,NA,NA,NA,1,0
48,200100057,BEN NYATI PUBLIC PRIMARY SCHOOL,PORT ELIZABETH,Circuit 6,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,KWAZAKHELE,Swartkops,414663769,414661614,25.58975,-33.88072,No,3,DUKWE MH,200100057@vodamail.co.za,PUBLIC,PUBLIC,"MAQUBELA STREET,PORT ELIZABETH,KWAZAKHELE,6205",826333733,1013,140,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
49,200100058,BEN SINUKA PRIMARY SCHOOL,PORT ELIZABETH,Circuit 6,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NEW BRIGHTON,PORT ELIZABETH,Swartkops,414540211,414540211,25.60275,-33.89241,No,3,LUCWABA A,andile.lucwaba@gmail.com,PUBLIC,PUBLIC,"GUNGULUZA STREET,NEW BRIGHTON,PORT ELIZABETH,6200",824274287,625,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
50,200100060,BERGSIG SPECIAL SCHOOL,UITENHAGE,Circuit 5,C,Public,SPECIAL NEEDS EDUCATION SCHOOL,OPERATIONAL,SCHOOL FOR SPECIAL EDUCATIONAL NEEDS (SNE),NA,UITENHAGE,Uitenhage,419661130,419661270,25.40412,-33.73827,N/A,NA,D WOLMARANS,bergsig@netsurfers.co.za,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
51,200100063,HAPPY HOME ACADEMY,PORT ELIZABETH,NA,C,Independent/Private,SECONDARY SCHOOL,PENDING OPEN,ORDINARY SCHOOL,NORTH END,PORT ELIZABETH,NA,NA,086 268 09,NA,NA,No,NA,MR. J AGBAVOR,admin@academy.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
52,200100064,BETHELSDORP COMPREHENSIVE SCHOOL,PORT ELIZABETH,Circuit 4,C,Public,SECONDARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,SALTVILLE,Gelvandale,414816263,414819615,25.53488,-33.89321,Yes,3,ARENDSE LD (ACTING),bethelsdorpcomp@gmail.com,PUBLIC,PUBLIC,"FELCASS ROAD,PORT ELIZABETH,SALTVILLE,6058",NA,1066,NA,FALSE,NA,NA,NA,DPW,DPW REFURBISHMENT,REFURBISHMENT,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,"Rehabilitation, renovations and refurbishments",Building & other fixed structures,NA,NA,"75,741", -   , -   , -   ,NA,"3,574",NA,NA,NA, -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
53,200100065,BETHELSDORP ROAD PRIMARY SCHOOL,PORT ELIZABETH,Circuit 9,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,SALTVILLE,Bethelsdorp,414819003,414811511,25.51231,-33.86848,No,3,RADEMEYER LL,bdprimary@telkomsa.net,PUBLIC,TO BE UPDATED,"ACKEER CRESCENT,PORT ELIZABETH,SALTVILLE,6020",842425123,997,103,FALSE,NA,NA,NA,CDC,CDC REFURBISHMENT,REFURBISHMENT,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,New Infrastructure Assets,Building & other fixed structures,2-Apr-15,31-Mar-18,"22,483", -   , -   , -   ,NA,"2,248",NA,NA,NA,"15,738","4,497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
54,200100066,BETHVALE PRIMARY SCHOOL,PORT ELIZABETH,Circuit 9,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,BETHELSDORP,PORT ELIZABETH,Bethelsdorp,414815009,414817966,25.50189,-33.87739,No,3,VAN VUUREN CM,primere.skool.bethvale@telkomsa.net,PUBLIC,TO BE UPDATED,"BOWKER STREET,BETHELSDORP,PORT ELIZABETH,6059",826355962,984,90,FALSE,2,NA,NA,CDC,CDC ECD III,ECD COSTED,Approved,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Planning,New Infrastructure Assets,Building & other fixed structures,1-Apr-15,31-Mar-17,"4,979", -   , -   , -   , -   ,498,NA,NA,NA,"4,481", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
55,200100067,BEULAH NGK PRIMARY SCHOOL,GRAAFF-REINET,Circuit 2,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,STEYTLERVILLE,Smitskraal,498359003,499835900,24.42878,-33.57213,Yes,2,RATHBONE A,beulahprimer@gmail.com,PUBLIC,TO BE UPDATED,"VAAIPLAAS,STEYTLERVILLE,",829249526,7,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
56,200100068,BHONGWENI PUBLIC FARM SCHOOL,GRAHAMSTOWN,CIRCUIT 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ALEXANDRIA,Alexandria,466530261,466530261,26.42,-33.6573,Yes,2,MATSHISI MG,bhongweni@gmail.com,PUBLIC,TO BE UPDATED,"A A STREET,ALEXANDRIA,ALEXANDRIA,6185",767322294,904,80,FALSE,NA,30790228,SCMU5-13/14-0036 CAC,DPW,DPW ECD I,ECD COSTED,Active,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Adjudication,New Infrastructure Assets,Building & other fixed structures,NA,NA,"8,874", -   , -   , -   ,"8,374","6,657","6,657","6,657", -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,Problematic Project,#N/A,NA,NA,NA,NA,1,0
57,200100068,BHONGWENI PUBLIC FARM SCHOOL,GRAHAMSTOWN,CIRCUIT 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,ALEXANDRIA,Alexandria,466530261,466530261,26.42,-33.6573,Yes,2,MATSHISI MG,bhongweni@gmail.com,PUBLIC,TO BE UPDATED,"A A STREET,ALEXANDRIA,ALEXANDRIA,6185",767322294,904,80,FALSE,NA,NA,NA,DPW,DPW REFURBISHMENT,REFURBISHMENT,Approved,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Documentation,"Rehabilitation, renovations and refurbishments",Building & other fixed structures,2-Apr-15,31-Mar-18,"14,082", -   , -   , -   ,NA,"1,408",NA,NA,NA,"9,858","2,816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
58,200100069,BLOEMHOF PRIMARY SCHOOL,GRAAFF-REINET,Circuit 1,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,NA,GRAAFF-REINET,Bethesdaweg,498400223,498923445,24.67356,-32.0435,Yes,2,EDWARDS L,bloemhofprimer@gmail.com,PUBLIC,TO BE UPDATED,"BLOEMHOF,GRAAFF-REINET,",728962887,27,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
59,200100070,BLUELILIES BUSH PUBLIC JUNIOR SECONDARY SCHOOL,UITENHAGE,CIRCUIT 5,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,WITELSBOS,HUMANSDORP,Thornham,422803269,422803269,23.9656,-33.98183,No,2,NYANDA M,blueliliesps@gmail.com,PUBLIC,TO BE UPDATED,"MANDELA PARK,WITELSBOS,HUMANSDORP,6308",780403664,398,42,FALSE,NA,NA,NA,DOE,NA,FENCING ,Proposed,Norms & Standards,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,1-Apr-17,31-Mar-19,"1,089", -   , -   , -   ,NA, -   ,NA,NA,NA, -   ,327,762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
60,200100071,BLUEWATER BAY PRIMARY SCHOOL,PORT ELIZABETH,Circuit 5,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,PORT ELIZABETH,BLUEWATER BAY,Bluewater Bay,414661680,414662143,25.62752,-33.85321,Yes,5,CUNNINGHAM M,info@bwbschool.co.za,PUBLIC,PUBLIC,"12 CLAUDE CRESENT CRESCENT,PORT ELIZABETH,BLUEWATER BAY,6212",844018877,465,51,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
61,200100072,BODKER PUBLIC SCHOOL,UITENHAGE,CIRCUIT 3,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,HACKNEY,HANKEY,Hankey,NA,NA,24.93267,-33.86483,No,2,MNTAMBO RV,amamfeng ps@gmail.com,PUBLIC,TO BE UPDATED,"ROODEFONTEIN,HACKNEY,HANKEY,",NA,99,20,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
62,200100074,MSCD HIGH SCHOOL,PORT ELIZABETH,NA,C,Independent/Private,SECONDARY SCHOOL,PENDING OPEN,ORDINARY SCHOOL,NA,PORT ELIZABETH,NA,NA,NA,NA,NA,No,NA,MR. R MOSOTHO,albtahlzar@gmail.com,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
63,200100076,BONGOLETHU JUNIOR PRIMARY SCHOOL,UITENHAGE,CIRCUIT 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MOSES MABIDA LOCATION,KIRKWOOD,Bontrug,422301890,422301890,25.4845,-33.40252,No,3,BEFILE NV,bongolethuprimary@gmail.com,PUBLIC,TO BE UPDATED,"NOSINI STREET,MOSES MABIDA,MOSES MABIDA LOCATION,KIRKWOOD,",832714285,484,101,FALSE,NA,30785228,CDC/762/12,CDC,CDC ECD II,ECD COSTED,Active,ECD Centre,NA,Educational Infrastructure Grant,Early Childhood Development,Large,Practical completion,New Infrastructure Assets,Building & other fixed structures,2-Apr-15,31-Mar-18,NA, -   , -   ,"3,491","5,498",115,150,150, -   , -   , -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,NA,NA,NA,NA,1,0
64,200100076,BONGOLETHU JUNIOR PRIMARY SCHOOL,UITENHAGE,CIRCUIT 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,MOSES MABIDA LOCATION,KIRKWOOD,Bontrug,422301890,422301890,25.4845,-33.40252,No,3,BEFILE NV,bongolethuprimary@gmail.com,PUBLIC,TO BE UPDATED,"NOSINI STREET,MOSES MABIDA,MOSES MABIDA LOCATION,KIRKWOOD,",832714285,484,101,FALSE,4,NA,NA,DOE,NA,COMBINED PRIORITY,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,6-Apr-16,31-Mar-17,"26,400", -   , -   , -   ,NA, -   ,NA,NA,NA,"2,640", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BONGOLETHU JP SCHOOL,#N/A,NA,#N/A,NA,NA,NA,NA,1,0
65,200100077,BONTRUG SENIOR PRIMARY SCHOOL,UITENHAGE,CIRCUIT 4,C,Public,PRIMARY SCHOOL,OPERATIONAL,ORDINARY SCHOOL,KIRKWOOD,UITENHAGE,Bontrug,422301604,422300695,25.48368,-33.39856,No,3,MDLUNGU  SE,mdlungusonwabo@gmail.com,PUBLIC,TO BE UPDATED,"NEWTON STREET,KIRKWOOD,UITENHAGE,6120",722367533,312,NA,FALSE,3,NA,NA,DOE,NA,COMBINED PRIORITY,Proposed,Re-alignment,NA,Educational Infrastructure Grant,Public Ordinary Schools,Large,Project Proposal / Concept Report,New Infrastructure Assets,Building & other fixed structures,6-Apr-16,31-Mar-17,"20,857", -   , -   , -   ,NA, -   ,NA,NA,NA,"2,086", -   ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,#N/A,#N/A,Taken off SAHRC List,#N/A,NA,NA,NA,NA,1,0
